dataset_id,pmid,cell_type
N3_ncbi_literature_shuffled_labels,39179406,Treg
N3_ncbi_literature_shuffled_labels,39180751,Treg
N3_ncbi_literature_shuffled_labels,39181823,Treg
N3_ncbi_literature_shuffled_labels,39182266,Treg
N3_ncbi_literature_shuffled_labels,39182680,Treg
N3_ncbi_literature_shuffled_labels,39186325,Treg
N3_ncbi_literature_shuffled_labels,39186994,Treg
N3_ncbi_literature_shuffled_labels,39187636,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39188248,Treg
N3_ncbi_literature_shuffled_labels,39188755,Naive CD8 T cell
N3_ncbi_literature_shuffled_labels,39190494,Naive CD8 T cell
N3_ncbi_literature_shuffled_labels,39192412,Treg
N3_ncbi_literature_shuffled_labels,39192419,Treg
N3_ncbi_literature_shuffled_labels,39192975,MAIT
N3_ncbi_literature_shuffled_labels,39195194,Treg
N3_ncbi_literature_shuffled_labels,39196303,Treg
N3_ncbi_literature_shuffled_labels,39196597,Treg
N3_ncbi_literature_shuffled_labels,39196959,Treg
N3_ncbi_literature_shuffled_labels,39197193,Treg
N3_ncbi_literature_shuffled_labels,39197894,Treg
N3_ncbi_literature_shuffled_labels,39201585,Treg
N3_ncbi_literature_shuffled_labels,39205483,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39206195,Treg
N3_ncbi_literature_shuffled_labels,39206903,Treg
N3_ncbi_literature_shuffled_labels,39206944,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39207001,Treg
N3_ncbi_literature_shuffled_labels,39207730,Treg
N3_ncbi_literature_shuffled_labels,39208564,Treg
N3_ncbi_literature_shuffled_labels,39209219,Treg
N3_ncbi_literature_shuffled_labels,39209449,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39210230,Treg
N3_ncbi_literature_shuffled_labels,39211052,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39211052,Naive CD8 T cell
N3_ncbi_literature_shuffled_labels,39211798,Treg
N3_ncbi_literature_shuffled_labels,39212615,Treg
N3_ncbi_literature_shuffled_labels,39213866,Treg
N3_ncbi_literature_shuffled_labels,39213867,Treg
N3_ncbi_literature_shuffled_labels,39213947,Treg
N3_ncbi_literature_shuffled_labels,39214456,Treg
N3_ncbi_literature_shuffled_labels,39217984,Treg
N3_ncbi_literature_shuffled_labels,39218645,Treg
N3_ncbi_literature_shuffled_labels,39222889,Treg
N3_ncbi_literature_shuffled_labels,39225102,Treg
N3_ncbi_literature_shuffled_labels,39226877,Treg
N3_ncbi_literature_shuffled_labels,39226901,Treg
N3_ncbi_literature_shuffled_labels,39229257,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39229275,Treg
N3_ncbi_literature_shuffled_labels,39231218,Treg
N3_ncbi_literature_shuffled_labels,39231385,Treg
N3_ncbi_literature_shuffled_labels,39231852,Treg
N3_ncbi_literature_shuffled_labels,39232704,Treg
N3_ncbi_literature_shuffled_labels,39233252,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39233252,Treg
N3_ncbi_literature_shuffled_labels,39233638,Treg
N3_ncbi_literature_shuffled_labels,39234236,Treg
N3_ncbi_literature_shuffled_labels,39234241,MAIT
N3_ncbi_literature_shuffled_labels,39234241,Treg
N3_ncbi_literature_shuffled_labels,39234250,Treg
N3_ncbi_literature_shuffled_labels,39234257,Treg
N3_ncbi_literature_shuffled_labels,39235042,Treg
N3_ncbi_literature_shuffled_labels,39237681,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39239953,Treg
N3_ncbi_literature_shuffled_labels,39241037,Treg
N3_ncbi_literature_shuffled_labels,39241054,MAIT
N3_ncbi_literature_shuffled_labels,39241514,Treg
N3_ncbi_literature_shuffled_labels,39241517,Treg
N3_ncbi_literature_shuffled_labels,39241744,Treg
N3_ncbi_literature_shuffled_labels,39242054,Treg
N3_ncbi_literature_shuffled_labels,39242334,Treg
N3_ncbi_literature_shuffled_labels,39243921,Treg
N3_ncbi_literature_shuffled_labels,39245938,Treg
N3_ncbi_literature_shuffled_labels,39247196,Treg
N3_ncbi_literature_shuffled_labels,39248338,Treg
N3_ncbi_literature_shuffled_labels,39248668,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39250135,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39250135,Treg
N3_ncbi_literature_shuffled_labels,39250432,Treg
N3_ncbi_literature_shuffled_labels,39251592,Treg
N3_ncbi_literature_shuffled_labels,39252592,Treg
N3_ncbi_literature_shuffled_labels,39253082,gamma delta T
N3_ncbi_literature_shuffled_labels,39254909,Treg
N3_ncbi_literature_shuffled_labels,39255678,Treg
N3_ncbi_literature_shuffled_labels,39255734,Treg
N3_ncbi_literature_shuffled_labels,39256403,Treg
N3_ncbi_literature_shuffled_labels,39256808,Treg
N3_ncbi_literature_shuffled_labels,39257319,Treg
N3_ncbi_literature_shuffled_labels,39258908,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39260310,Treg
N3_ncbi_literature_shuffled_labels,39260353,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39260526,Treg
N3_ncbi_literature_shuffled_labels,39261017,Treg
N3_ncbi_literature_shuffled_labels,39261719,Proliferating T cell
N3_ncbi_literature_shuffled_labels,39264227,Treg
N3_ncbi_literature_shuffled_labels,39264247,Treg
N3_ncbi_literature_shuffled_labels,39264387,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39264416,Treg
N3_ncbi_literature_shuffled_labels,39264565,Treg
N3_ncbi_literature_shuffled_labels,39264727,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39264810,MAIT
N3_ncbi_literature_shuffled_labels,39264810,gamma delta T
N3_ncbi_literature_shuffled_labels,39264847,Treg
N3_ncbi_literature_shuffled_labels,39265668,Treg
N3_ncbi_literature_shuffled_labels,39266465,Treg
N3_ncbi_literature_shuffled_labels,39267746,MAIT
N3_ncbi_literature_shuffled_labels,39269201,Treg
N3_ncbi_literature_shuffled_labels,39269310,Treg
N3_ncbi_literature_shuffled_labels,39272135,Treg
N3_ncbi_literature_shuffled_labels,39273290,Treg
N3_ncbi_literature_shuffled_labels,39273322,Proliferating T cell
N3_ncbi_literature_shuffled_labels,39273326,Treg
N3_ncbi_literature_shuffled_labels,39273524,Treg
N3_ncbi_literature_shuffled_labels,39275896,Treg
N3_ncbi_literature_shuffled_labels,39277095,Treg
N3_ncbi_literature_shuffled_labels,39278062,Treg
N3_ncbi_literature_shuffled_labels,39278361,gamma delta T
N3_ncbi_literature_shuffled_labels,39278849,Treg
N3_ncbi_literature_shuffled_labels,39279291,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39279428,Naive CD8 T cell
N3_ncbi_literature_shuffled_labels,39283000,Treg
N3_ncbi_literature_shuffled_labels,39283523,Treg
N3_ncbi_literature_shuffled_labels,39284778,Treg
N3_ncbi_literature_shuffled_labels,39285316,Treg
N3_ncbi_literature_shuffled_labels,39285316,gamma delta T
N3_ncbi_literature_shuffled_labels,39285833,Treg
N3_ncbi_literature_shuffled_labels,39285835,Treg
N3_ncbi_literature_shuffled_labels,39286259,Treg
N3_ncbi_literature_shuffled_labels,39289357,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39289824,MAIT
N3_ncbi_literature_shuffled_labels,39290695,Treg
N3_ncbi_literature_shuffled_labels,39290699,Treg
N3_ncbi_literature_shuffled_labels,39290700,Treg
N3_ncbi_literature_shuffled_labels,39291303,Treg
N3_ncbi_literature_shuffled_labels,39291784,Treg
N3_ncbi_literature_shuffled_labels,39291958,Treg
N3_ncbi_literature_shuffled_labels,39292205,MAIT
N3_ncbi_literature_shuffled_labels,39292802,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39293523,Treg
N3_ncbi_literature_shuffled_labels,39294864,Treg
N3_ncbi_literature_shuffled_labels,39298815,Treg
N3_ncbi_literature_shuffled_labels,39299564,Treg
N3_ncbi_literature_shuffled_labels,39299674,Treg
N3_ncbi_literature_shuffled_labels,39302339,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39303038,Treg
N3_ncbi_literature_shuffled_labels,39303372,Treg
N3_ncbi_literature_shuffled_labels,39304654,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39304654,Treg
N3_ncbi_literature_shuffled_labels,39305580,Treg
N3_ncbi_literature_shuffled_labels,39305817,Treg
N3_ncbi_literature_shuffled_labels,39305817,gamma delta T
N3_ncbi_literature_shuffled_labels,39305938,Treg
N3_ncbi_literature_shuffled_labels,39306887,MAIT
N3_ncbi_literature_shuffled_labels,39307410,gamma delta T
N3_ncbi_literature_shuffled_labels,39307741,Treg
N3_ncbi_literature_shuffled_labels,39308860,Treg
N3_ncbi_literature_shuffled_labels,39311660,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39315096,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39315099,Treg
N3_ncbi_literature_shuffled_labels,39315550,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39315595,Treg
N3_ncbi_literature_shuffled_labels,39316061,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39320012,Treg
N3_ncbi_literature_shuffled_labels,39320047,Treg
N3_ncbi_literature_shuffled_labels,39320531,Treg
N3_ncbi_literature_shuffled_labels,39321257,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39324367,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39325360,Treg
N3_ncbi_literature_shuffled_labels,39325839,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39326410,Treg
N3_ncbi_literature_shuffled_labels,39327353,Treg
N3_ncbi_literature_shuffled_labels,39328419,Treg
N3_ncbi_literature_shuffled_labels,39329710,Treg
N3_ncbi_literature_shuffled_labels,39329729,Treg
N3_ncbi_literature_shuffled_labels,39332093,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39332767,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39333103,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39334238,Treg
N3_ncbi_literature_shuffled_labels,39334383,Treg
N3_ncbi_literature_shuffled_labels,39337644,MAIT
N3_ncbi_literature_shuffled_labels,39337675,Treg
N3_ncbi_literature_shuffled_labels,39339863,Treg
N3_ncbi_literature_shuffled_labels,39341078,Treg
N3_ncbi_literature_shuffled_labels,39341925,Treg
N3_ncbi_literature_shuffled_labels,39342213,Treg
N3_ncbi_literature_shuffled_labels,39348056,Treg
N3_ncbi_literature_shuffled_labels,39349422,Treg
N3_ncbi_literature_shuffled_labels,39350665,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39351219,Treg
N3_ncbi_literature_shuffled_labels,39352394,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39352394,Treg
N3_ncbi_literature_shuffled_labels,39352524,Treg
N3_ncbi_literature_shuffled_labels,39353391,Treg
N3_ncbi_literature_shuffled_labels,3935670,Proliferating T cell
N3_ncbi_literature_shuffled_labels,39357204,Treg
N3_ncbi_literature_shuffled_labels,39357524,Treg
N3_ncbi_literature_shuffled_labels,39357622,Treg
N3_ncbi_literature_shuffled_labels,39358175,Treg
N3_ncbi_literature_shuffled_labels,39358604,Treg
N3_ncbi_literature_shuffled_labels,39361308,Treg
N3_ncbi_literature_shuffled_labels,39361431,Treg
N3_ncbi_literature_shuffled_labels,39364400,Treg
N3_ncbi_literature_shuffled_labels,39364408,Treg
N3_ncbi_literature_shuffled_labels,39365735,Treg
N3_ncbi_literature_shuffled_labels,39368087,Treg
N3_ncbi_literature_shuffled_labels,39368482,gamma delta T
N3_ncbi_literature_shuffled_labels,39369184,MAIT
N3_ncbi_literature_shuffled_labels,39372404,MAIT
N3_ncbi_literature_shuffled_labels,39372414,Treg
N3_ncbi_literature_shuffled_labels,39375626,Treg
N3_ncbi_literature_shuffled_labels,39375899,Treg
N3_ncbi_literature_shuffled_labels,39378431,Treg
N3_ncbi_literature_shuffled_labels,39378971,Treg
N3_ncbi_literature_shuffled_labels,39380153,Treg
N3_ncbi_literature_shuffled_labels,39380471,Treg
N3_ncbi_literature_shuffled_labels,39382932,Treg
N3_ncbi_literature_shuffled_labels,39383231,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39383378,Treg
N3_ncbi_literature_shuffled_labels,39383844,Treg
N3_ncbi_literature_shuffled_labels,39386167,Treg
N3_ncbi_literature_shuffled_labels,39386201,Treg
N3_ncbi_literature_shuffled_labels,39386203,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39388432,Treg
N3_ncbi_literature_shuffled_labels,39388897,Treg
N3_ncbi_literature_shuffled_labels,39389158,Naive CD8 T cell
N3_ncbi_literature_shuffled_labels,39393213,Treg
N3_ncbi_literature_shuffled_labels,39393882,Treg
N3_ncbi_literature_shuffled_labels,39394178,DN T cell
N3_ncbi_literature_shuffled_labels,39396770,Treg
N3_ncbi_literature_shuffled_labels,39397690,Treg
N3_ncbi_literature_shuffled_labels,39400646,Treg
N3_ncbi_literature_shuffled_labels,39401241,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39401866,Treg
N3_ncbi_literature_shuffled_labels,39402453,Treg
N3_ncbi_literature_shuffled_labels,39404378,Treg
N3_ncbi_literature_shuffled_labels,39404781,Treg
N3_ncbi_literature_shuffled_labels,39405120,Treg
N3_ncbi_literature_shuffled_labels,39405653,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39406393,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39406393,Treg
N3_ncbi_literature_shuffled_labels,39406740,Treg
N3_ncbi_literature_shuffled_labels,39408351,Treg
N3_ncbi_literature_shuffled_labels,39408853,Treg
N3_ncbi_literature_shuffled_labels,39408939,Treg
N3_ncbi_literature_shuffled_labels,39411786,Treg
N3_ncbi_literature_shuffled_labels,39413115,Treg
N3_ncbi_literature_shuffled_labels,39413160,Treg
N3_ncbi_literature_shuffled_labels,39414177,MAIT
N3_ncbi_literature_shuffled_labels,39414177,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39416773,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39418734,Treg
N3_ncbi_literature_shuffled_labels,39421738,Treg
N3_ncbi_literature_shuffled_labels,39422388,Treg
N3_ncbi_literature_shuffled_labels,39425009,Treg
N3_ncbi_literature_shuffled_labels,39426330,Treg
N3_ncbi_literature_shuffled_labels,39427523,Treg
N3_ncbi_literature_shuffled_labels,39427833,Treg
N3_ncbi_literature_shuffled_labels,39428507,Treg
N3_ncbi_literature_shuffled_labels,39430749,Treg
N3_ncbi_literature_shuffled_labels,39430751,MAIT
N3_ncbi_literature_shuffled_labels,39430752,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39431668,Treg
N3_ncbi_literature_shuffled_labels,39431858,Treg
N3_ncbi_literature_shuffled_labels,39432319,MAIT
N3_ncbi_literature_shuffled_labels,39433086,Treg
N3_ncbi_literature_shuffled_labels,39433366,Treg
N3_ncbi_literature_shuffled_labels,39435660,Treg
N3_ncbi_literature_shuffled_labels,39435662,Treg
N3_ncbi_literature_shuffled_labels,39437255,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39437255,Naive CD8 T cell
N3_ncbi_literature_shuffled_labels,39438438,Treg
N3_ncbi_literature_shuffled_labels,39438442,Treg
N3_ncbi_literature_shuffled_labels,39438592,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39440535,Treg
N3_ncbi_literature_shuffled_labels,39440906,Treg
N3_ncbi_literature_shuffled_labels,39442995,Treg
N3_ncbi_literature_shuffled_labels,39443797,Treg
N3_ncbi_literature_shuffled_labels,39444366,Treg
N3_ncbi_literature_shuffled_labels,39445009,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39445017,Treg
N3_ncbi_literature_shuffled_labels,39445021,Treg
N3_ncbi_literature_shuffled_labels,39446132,MAIT
N3_ncbi_literature_shuffled_labels,39446208,Treg
N3_ncbi_literature_shuffled_labels,39446493,Treg
N3_ncbi_literature_shuffled_labels,39447415,Treg
N3_ncbi_literature_shuffled_labels,39448615,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39448615,Treg
N3_ncbi_literature_shuffled_labels,39450166,DN T cell
N3_ncbi_literature_shuffled_labels,39450979,Treg
N3_ncbi_literature_shuffled_labels,39451198,Treg
N3_ncbi_literature_shuffled_labels,39451228,MAIT
N3_ncbi_literature_shuffled_labels,39452748,Treg
N3_ncbi_literature_shuffled_labels,39454350,Treg
N3_ncbi_literature_shuffled_labels,39454432,gamma delta T
N3_ncbi_literature_shuffled_labels,39455095,Treg
N3_ncbi_literature_shuffled_labels,39455575,Treg
N3_ncbi_literature_shuffled_labels,39456006,Treg
N3_ncbi_literature_shuffled_labels,39456030,Treg
N3_ncbi_literature_shuffled_labels,39456084,Treg
N3_ncbi_literature_shuffled_labels,39456150,DN T cell
N3_ncbi_literature_shuffled_labels,39456150,Naive CD8 T cell
N3_ncbi_literature_shuffled_labels,39457014,Treg
N3_ncbi_literature_shuffled_labels,39459942,DN T cell
N3_ncbi_literature_shuffled_labels,39459942,Treg
N3_ncbi_literature_shuffled_labels,39462363,DN T cell
N3_ncbi_literature_shuffled_labels,39462363,Treg
N3_ncbi_literature_shuffled_labels,39465485,Treg
N3_ncbi_literature_shuffled_labels,39465765,Treg
N3_ncbi_literature_shuffled_labels,39466061,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39466149,Treg
N3_ncbi_literature_shuffled_labels,39466314,Treg
N3_ncbi_literature_shuffled_labels,39468304,Treg
N3_ncbi_literature_shuffled_labels,39468660,Treg
N3_ncbi_literature_shuffled_labels,39470601,Treg
N3_ncbi_literature_shuffled_labels,39471504,Treg
N3_ncbi_literature_shuffled_labels,39471525,Treg
N3_ncbi_literature_shuffled_labels,39472714,Treg
N3_ncbi_literature_shuffled_labels,39473031,Treg
N3_ncbi_literature_shuffled_labels,39474426,Treg
N3_ncbi_literature_shuffled_labels,39475830,Treg
N3_ncbi_literature_shuffled_labels,39476446,Treg
N3_ncbi_literature_shuffled_labels,39477378,Treg
N3_ncbi_literature_shuffled_labels,39477420,Treg
N3_ncbi_literature_shuffled_labels,39477894,Treg
N3_ncbi_literature_shuffled_labels,39480501,Treg
N3_ncbi_literature_shuffled_labels,39483472,Treg
N3_ncbi_literature_shuffled_labels,39485834,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39485838,Treg
N3_ncbi_literature_shuffled_labels,39485860,Treg
N3_ncbi_literature_shuffled_labels,39486094,Treg
N3_ncbi_literature_shuffled_labels,39487714,Treg
N3_ncbi_literature_shuffled_labels,39489922,Treg
N3_ncbi_literature_shuffled_labels,39490157,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39490750,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39491776,Treg
N3_ncbi_literature_shuffled_labels,39496776,Treg
N3_ncbi_literature_shuffled_labels,39505540,Treg
N3_ncbi_literature_shuffled_labels,39505907,Treg
N3_ncbi_literature_shuffled_labels,39507538,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39507538,Treg
N3_ncbi_literature_shuffled_labels,39508544,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39508544,Treg
N3_ncbi_literature_shuffled_labels,39508842,Treg
N3_ncbi_literature_shuffled_labels,39509336,Treg
N3_ncbi_literature_shuffled_labels,39509740,Treg
N3_ncbi_literature_shuffled_labels,39509857,Treg
N3_ncbi_literature_shuffled_labels,39510034,Treg
N3_ncbi_literature_shuffled_labels,39510053,Treg
N3_ncbi_literature_shuffled_labels,39510494,Treg
N3_ncbi_literature_shuffled_labels,39512337,MAIT
N3_ncbi_literature_shuffled_labels,39512353,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39515039,Treg
N3_ncbi_literature_shuffled_labels,39515406,Treg
N3_ncbi_literature_shuffled_labels,39515758,Treg
N3_ncbi_literature_shuffled_labels,39516941,Treg
N3_ncbi_literature_shuffled_labels,39519128,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39519128,Naive CD8 T cell
N3_ncbi_literature_shuffled_labels,39519310,Treg
N3_ncbi_literature_shuffled_labels,39520377,Treg
N3_ncbi_literature_shuffled_labels,39521274,Treg
N3_ncbi_literature_shuffled_labels,39521617,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39521617,Treg
N3_ncbi_literature_shuffled_labels,39521839,Proliferating T cell
N3_ncbi_literature_shuffled_labels,39522264,Treg
N3_ncbi_literature_shuffled_labels,39522611,Treg
N3_ncbi_literature_shuffled_labels,39522807,Treg
N3_ncbi_literature_shuffled_labels,39523318,Treg
N3_ncbi_literature_shuffled_labels,39526799,Treg
N3_ncbi_literature_shuffled_labels,39527011,Treg
N3_ncbi_literature_shuffled_labels,39527214,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39527226,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39527226,Treg
N3_ncbi_literature_shuffled_labels,39527226,gamma delta T
N3_ncbi_literature_shuffled_labels,39531346,Treg
N3_ncbi_literature_shuffled_labels,39532189,Treg
N3_ncbi_literature_shuffled_labels,39532205,Treg
N3_ncbi_literature_shuffled_labels,39532541,Treg
N3_ncbi_literature_shuffled_labels,39534380,MAIT
N3_ncbi_literature_shuffled_labels,39536938,Treg
N3_ncbi_literature_shuffled_labels,39537413,Treg
N3_ncbi_literature_shuffled_labels,39539229,Treg
N3_ncbi_literature_shuffled_labels,39541036,Treg
N3_ncbi_literature_shuffled_labels,39541210,Treg
N3_ncbi_literature_shuffled_labels,39543823,Treg
N3_ncbi_literature_shuffled_labels,39543859,Treg
N3_ncbi_literature_shuffled_labels,39546141,Treg
N3_ncbi_literature_shuffled_labels,39547012,Treg
N3_ncbi_literature_shuffled_labels,39547106,Treg
N3_ncbi_literature_shuffled_labels,39547545,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39547545,Treg
N3_ncbi_literature_shuffled_labels,39549486,Treg
N3_ncbi_literature_shuffled_labels,39551603,Treg
N3_ncbi_literature_shuffled_labels,39555697,Treg
N3_ncbi_literature_shuffled_labels,39558620,Treg
N3_ncbi_literature_shuffled_labels,39559361,Treg
N3_ncbi_literature_shuffled_labels,39560664,MAIT
N3_ncbi_literature_shuffled_labels,39560955,Treg
N3_ncbi_literature_shuffled_labels,39561007,Treg
N3_ncbi_literature_shuffled_labels,39561045,Treg
N3_ncbi_literature_shuffled_labels,39561680,Treg
N3_ncbi_literature_shuffled_labels,39562007,Treg
N3_ncbi_literature_shuffled_labels,39562615,Treg
N3_ncbi_literature_shuffled_labels,39565059,Treg
N3_ncbi_literature_shuffled_labels,39566022,Treg
N3_ncbi_literature_shuffled_labels,39566528,Treg
N3_ncbi_literature_shuffled_labels,39569199,Treg
N3_ncbi_literature_shuffled_labels,39570155,DN T cell
N3_ncbi_literature_shuffled_labels,39571271,Treg
N3_ncbi_literature_shuffled_labels,39571752,Treg
N3_ncbi_literature_shuffled_labels,39572264,Treg
N3_ncbi_literature_shuffled_labels,39576212,Treg
N3_ncbi_literature_shuffled_labels,39577215,Treg
N3_ncbi_literature_shuffled_labels,39578450,Treg
N3_ncbi_literature_shuffled_labels,39578946,gamma delta T
N3_ncbi_literature_shuffled_labels,39579619,Treg
N3_ncbi_literature_shuffled_labels,39579711,Treg
N3_ncbi_literature_shuffled_labels,39582865,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39582868,Treg
N3_ncbi_literature_shuffled_labels,39584290,Treg
N3_ncbi_literature_shuffled_labels,39585774,Treg
N3_ncbi_literature_shuffled_labels,39586256,Treg
N3_ncbi_literature_shuffled_labels,39586747,Treg
N3_ncbi_literature_shuffled_labels,39587133,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39589424,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39589625,Treg
N3_ncbi_literature_shuffled_labels,39589872,MAIT
N3_ncbi_literature_shuffled_labels,39591539,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39593317,Treg
N3_ncbi_literature_shuffled_labels,39595948,Treg
N3_ncbi_literature_shuffled_labels,39597081,Treg
N3_ncbi_literature_shuffled_labels,39599611,Treg
N3_ncbi_literature_shuffled_labels,39602577,Treg
N3_ncbi_literature_shuffled_labels,39604770,Treg
N3_ncbi_literature_shuffled_labels,39606230,Treg
N3_ncbi_literature_shuffled_labels,39608177,Treg
N3_ncbi_literature_shuffled_labels,39608785,Treg
N3_ncbi_literature_shuffled_labels,39609429,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39614426,Treg
N3_ncbi_literature_shuffled_labels,39614434,Treg
N3_ncbi_literature_shuffled_labels,39616730,Treg
N3_ncbi_literature_shuffled_labels,39616854,Treg
N3_ncbi_literature_shuffled_labels,39617092,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39617092,Treg
N3_ncbi_literature_shuffled_labels,39621314,Treg
N3_ncbi_literature_shuffled_labels,39622295,Memory CD4 T cell
N3_ncbi_literature_shuffled_labels,39622295,Naive CD4 T cell
N3_ncbi_literature_shuffled_labels,39622417,Treg
N3_ncbi_literature_shuffled_labels,39622857,Treg
N3_ncbi_literature_shuffled_labels,39623095,Treg
N3_ncbi_literature_shuffled_labels,39626378,Treg
N3_ncbi_literature_shuffled_labels,39626672,Treg
N3_ncbi_literature_shuffled_labels,39628482,Treg
N3_ncbi_literature_shuffled_labels,39628664,Treg
N3_ncbi_literature_shuffled_labels,39629989,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39630163,Treg
N3_ncbi_literature_shuffled_labels,39631842,Treg
N3_ncbi_literature_shuffled_labels,39631852,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39632397,Treg
N3_ncbi_literature_shuffled_labels,39633292,Treg
N3_ncbi_literature_shuffled_labels,39635534,Naive CD8 T cell
N3_ncbi_literature_shuffled_labels,39635534,Treg
N3_ncbi_literature_shuffled_labels,39641893,Treg
N3_ncbi_literature_shuffled_labels,39642244,MAIT
N3_ncbi_literature_shuffled_labels,39642798,Treg
N3_ncbi_literature_shuffled_labels,39643025,Treg
N3_ncbi_literature_shuffled_labels,39645657,Treg
N3_ncbi_literature_shuffled_labels,39648192,Treg
N3_ncbi_literature_shuffled_labels,39650658,Proliferating T cell
N3_ncbi_literature_shuffled_labels,39650838,Treg
N3_ncbi_literature_shuffled_labels,39651799,Treg
N3_ncbi_literature_shuffled_labels,39652176,Treg
N3_ncbi_literature_shuffled_labels,39653758,Treg
N3_ncbi_literature_shuffled_labels,39655629,Treg
N3_ncbi_literature_shuffled_labels,39656009,Treg
N3_ncbi_literature_shuffled_labels,39656406,Treg
N3_ncbi_literature_shuffled_labels,39656442,Treg
N3_ncbi_literature_shuffled_labels,39657534,Treg
N3_ncbi_literature_shuffled_labels,39657892,Treg
N3_ncbi_literature_shuffled_labels,39658611,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39660144,Treg
N3_ncbi_literature_shuffled_labels,39661490,Treg
N3_ncbi_literature_shuffled_labels,39661563,Treg
N3_ncbi_literature_shuffled_labels,39662091,Treg
N3_ncbi_literature_shuffled_labels,39662827,Treg
N3_ncbi_literature_shuffled_labels,39664378,Treg
N3_ncbi_literature_shuffled_labels,39665863,Treg
N3_ncbi_literature_shuffled_labels,39667270,Memory CD8 T cell
N3_ncbi_literature_shuffled_labels,39668561,Treg
N3_ncbi_literature_shuffled_labels,39669566,MAIT
N3_ncbi_literature_shuffled_labels,39670788,Treg
N3_ncbi_literature_shuffled_labels,39672171,MAIT
N3_ncbi_literature_shuffled_labels,39672489,Treg
N3_ncbi_literature_shuffled_labels,39672989,Treg
N3_ncbi_literature_shuffled_labels,39673225,Treg
N3_ncbi_literature_shuffled_labels,39673777,Treg
N3_ncbi_literature_shuffled_labels,39674060,Treg
